,Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни
55,Московская область,2010,75.2,219.8,35.8,72.6,660.8,22641.0,624.2,224181.0,205.0,873.0,1309.0,69.13
8,Московская область,2011,82.4,226.3,40.8,110.25,686.5,25605.0,575.6,236263.0,192.0,860.0,1220.0,70.36
94,Московская область,2012,80.7,218.6,38.9,110.25,702.2,30572.0,565.6,235814.0,189.0,944.0,1219.0,70.4
180,Московская область,2013,79.0,216.4,39.0,76.7,697.4,32739.0,551.7,243124.0,199.0,1024.0,1190.0,70.78
266,Московская область,2014,76.8,214.5,38.1,75.8,735.9,34948.0,552.2,250244.0,197.0,990.0,1122.0,70.94
56,Московская область,2015,75.7,214.3,38.0,79.9,707.5,38463.0,495.3,259804.0,221.0,1227.0,1078.0,72.26
352,Московская область,2016,74.0,210.3,38.0,77.8,695.6,40539.0,480.6,240423.0,253.0,728.0,1067.0,72.5
438,Московская область,2017,72.0,209.5,38.2,76.5,699.9,41286.0,449.5,239276.0,227.0,1194.0,1036.0,73.34
57,Московская область,2019,81.7,242.4,42.6,78.5,687.5,47513.0,434.3,207485.0,189.0,555.0,870.0,73.86
58,Московская область,2020,84.0,239.7,46.5,81.3,751.6,47301.0,533.1,192674.0,203.0,600.0,853.0,71.67
59,Московская область,2021,72.1,248.1,46.3,80.7,825.0,53793.0,579.4,188323.0,171.0,494.0,901.0,70.35
150,Мурманская область,2005,115.9,267.2,50.1,138.9,799.3,10624.0,927.9,21857.0,301.0,1818.0,394.0,63.83
151,Мурманская область,2010,124.7,297.9,57.4,152.2,891.9,24047.0,689.6,21857.0,288.0,2225.0,339.0,68.43
25,Мурманская область,2011,123.7,297.0,57.9,110.25,851.2,25303.0,657.7,21418.0,263.0,1792.0,334.0,68.93
111,Мурманская область,2012,117.9,298.2,56.6,110.25,853.3,28932.0,602.4,21236.0,259.0,1605.0,376.0,69.81
197,Мурманская область,2013,118.3,302.6,57.0,149.3,896.7,32912.0,570.3,21575.0,270.0,1634.0,334.0,70.46
283,Мурманская область,2014,107.0,307.3,55.6,145.8,850.3,34149.0,617.6,21810.0,276.0,1804.0,331.0,69.97
152,Мурманская область,2015,103.8,293.3,53.3,146.0,835.5,36747.0,635.4,21857.0,276.0,1789.0,328.0,70.24
369,Мурманская область,2016,100.7,295.9,53.1,142.4,875.8,36116.0,582.6,18958.0,232.0,1832.0,312.0,70.94
455,Мурманская область,2017,96.9,296.6,53.2,137.9,825.3,37108.0,520.2,18247.0,243.0,1356.0,318.0,71.67
153,Мурманская область,2019,95.3,300.3,51.7,131.5,823.1,44261.0,556.2,21857.0,231.0,1181.0,266.0,71.75
154,Мурманская область,2020,103.6,302.0,51.1,130.1,783.1,46621.0,664.1,21857.0,199.0,1715.0,127.0,69.81
155,Мурманская область,2021,100.4,307.4,51.0,128.7,920.2,51183.0,719.0,21857.0,134.0,1627.0,131.0,68.29
120,Ненецкий автономный округ,2005,126.4,205.9,39.1,89.2,1632.4,21502.0,893.9,982.0,56.0,549.6728888888889,1.2,62.97
121,Ненецкий автономный округ,2010,122.3,262.4,44.4,114.0,1813.8,52270.0,908.1,1145.0,282.0,549.6728888888889,0.3,64.92
20,Ненецкий автономный округ,2011,121.4,259.9,46.9,110.25,1750.4,54632.0,824.9,1129.0,158.0,147.0,0.2,66.71
106,Ненецкий автономный округ,2012,120.4,267.4,49.5,110.25,1752.0,62323.0,833.2,1109.0,69.0,147.0,0.1,68.21
192,Ненецкий автономный округ,2013,120.9,271.2,48.8,118.3,1573.1,66276.0,739.2,1138.0,73.0,147.0,0.1,65.76
278,Ненецкий автономный округ,2014,119.9,281.1,49.3,126.8,1436.8,66491.0,570.6,1127.0,86.0,147.0,0.0,70.65
122,Ненецкий автономный округ,2015,107.2,266.7,46.5,126.8,1421.4,72146.0,590.0,1147.0,102.0,549.6728888888889,0.0,71.0
364,Ненецкий автономный округ,2016,95.4,250.1,48.3,124.0,1380.7,69959.0,576.6,1079.0,87.0,147.0,0.4,71.08
450,Ненецкий автономный округ,2017,92.5,272.5,45.5,118.6,1361.0,70121.0,604.5,1046.0,100.0,147.0,0.3,71.52
123,Ненецкий автономный округ,2019,79.3,273.4,51.5,140.8,1386.2,81041.0,578.3,974.0,67.0,549.6728888888889,0.1,73.19
124,Ненецкий автономный округ,2020,74.1,303.0,51.1,128.9,1179.0,84171.0,629.2,936.0,59.0,549.6728888888889,0.1,70.4
125,Ненецкий автономный округ,2021,74.3,261.3,53.2,124.6,1188.0,86431.0,565.4,951.0,56.0,549.6728888888889,0.0,69.39
300,Нижегородская область ,2005,128.5,239.2,44.5,104.7,739.5,6057.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,63.42
301,Нижегородская область ,2010,102.9,255.6,47.6,109.8,855.2,16477.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,67.01
52,Нижегородская область ,2011,105.5,261.7,50.2,110.25,881.9,18337.0,632.4,21857.0,94.5,147.0,87.0,68.48
138,Нижегородская область ,2012,104.1,263.9,46.4,110.25,866.9,21732.0,632.4,21857.0,94.5,147.0,87.0,68.98
224,Нижегородская область ,2013,102.7,272.3,49.4,115.5,894.6,24503.0,632.4,21857.0,94.5,147.0,87.0,69.42
310,Нижегородская область ,2014,98.2,277.1,49.2,113.6,919.3,27930.0,632.4,21857.0,94.5,147.0,87.0,69.53
302,Нижегородская область ,2015,89.1,290.3,47.4,113.6,912.1,30003.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.17
396,Нижегородская область ,2016,87.1,302.7,47.4,112.3,913.0,30614.0,632.4,21857.0,94.5,147.0,87.0,70.75
482,Нижегородская область ,2017,87.7,292.6,46.8,110.1,872.2,30742.0,632.4,21857.0,94.5,147.0,87.0,71.88
303,Нижегородская область ,2019,88.2,298.5,48.3,107.8,912.9,33874.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,72.32
304,Нижегородская область ,2020,89.3,295.1,48.4,105.9,853.1,33814.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.33
305,Нижегородская область ,2021,90.6,304.8,49.3,105.6,981.8,37524.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.93
156,Новгородская область,2005,128.2,290.7,39.2,109.1,834.6,5476.0,1191.8,21857.0,55.0,88.0,78.0,61.76
157,Новгородская область,2010,98.6,320.5,41.3,114.6,881.7,15599.0,959.9,21857.0,46.0,89.0,97.0,65.04
26,Новгородская область,2011,98.4,310.3,41.1,110.25,897.1,16981.0,849.7,15178.0,42.0,99.0,92.0,66.46
112,Новгородская область,2012,98.6,323.8,41.7,110.25,897.1,19547.0,783.8,15270.0,45.0,111.0,87.0,67.55
198,Новгородская область,2013,91.1,336.3,42.5,110.3,939.6,21392.0,804.5,15967.0,45.0,112.0,73.0,67.67
284,Новгородская область,2014,82.2,326.0,42.5,107.5,931.2,23703.0,762.6,16461.0,43.0,127.0,75.0,68.41
158,Новгородская область,2015,83.0,330.3,43.0,109.6,896.5,25631.0,757.5,21857.0,70.0,129.0,76.0,68.7
370,Новгородская область,2016,82.9,332.3,43.2,110.1,887.6,25261.0,729.0,15762.0,56.0,103.0,78.0,69.15
456,Новгородская область,2017,81.8,351.3,43.3,106.8,866.4,25492.0,694.5,14819.0,53.0,155.0,28.0,69.68
159,Новгородская область,2019,81.8,339.6,43.4,102.0,841.9,26193.0,659.5,21857.0,61.0,176.0,25.0,70.52
160,Новгородская область,2020,81.3,396.3,42.5,99.5,779.7,26431.0,720.7,21857.0,63.0,189.0,23.0,69.59
161,Новгородская область,2021,80.1,404.8,43.2,96.8,868.3,29229.0,804.7,21857.0,66.0,197.0,23.0,67.64
414,Новосибирская область ,2005,131.8,402.3,61.7,115.9,695.6,6639.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,65.11
415,Новосибирская область ,2010,109.1,254.0,58.3,106.7,718.3,16276.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.28
74,Новосибирская область ,2011,103.5,253.7,58.5,110.25,767.7,18244.0,632.4,21857.0,94.5,147.0,87.0,69.68
160,Новосибирская область ,2012,102.6,256.0,55.9,110.25,722.2,20728.0,632.4,21857.0,94.5,147.0,87.0,69.72
246,Новосибирская область ,2013,100.5,240.2,55.5,102.5,766.8,22597.0,632.4,21857.0,94.5,147.0,87.0,70.19
332,Новосибирская область ,2014,99.1,239.0,55.8,100.9,746.7,23110.0,632.4,21857.0,94.5,147.0,87.0,70.28
416,Новосибирская область ,2015,98.4,231.5,51.6,104.4,751.5,25541.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.86
418,Новосибирская область ,2016,96.7,229.8,50.5,102.8,771.4,25407.0,632.4,21857.0,94.5,147.0,87.0,71.2
504,Новосибирская область ,2017,95.0,253.2,53.1,102.8,763.6,25313.0,632.4,21857.0,94.5,147.0,87.0,71.57
417,Новосибирская область ,2019,94.5,255.1,54.6,99.3,723.6,30566.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,72.25
418,Новосибирская область ,2020,95.4,271.5,56.0,99.8,757.2,31606.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.32
419,Новосибирская область ,2021,93.2,285.5,56.7,99.4,809.5,35261.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.19
420,Омская область,2005,121.4,233.7,55.8,128.4,829.5,6969.0,808.0,51100.0,202.0,1577.0,214.0,65.15
421,Омская область,2010,99.2,237.1,53.9,113.8,839.1,15199.0,638.6,49657.0,230.0,1787.0,177.0,68.78
75,Омская область,2011,97.6,240.6,58.8,110.25,849.2,17248.0,603.7,49657.0,236.0,1759.0,170.0,69.5
161,Омская область,2012,95.4,240.6,54.9,110.25,960.5,19495.0,600.6,49657.0,240.0,1913.0,158.0,69.25
247,Омская область,2013,93.1,242.4,55.1,128.2,995.4,21364.0,610.6,49630.0,214.0,1662.0,159.0,69.74
333,Омская область,2014,89.0,240.8,54.6,124.1,968.4,24060.0,603.7,49630.0,204.0,1754.0,152.0,70.13
422,Омская область,2015,81.7,246.7,50.6,120.8,920.8,25283.0,590.0,50618.0,202.0,1838.0,139.0,70.41
419,Омская область,2016,80.2,250.9,50.0,118.6,855.1,25241.0,566.8,48623.0,200.0,1736.0,136.0,70.78
505,Омская область,2017,79.1,258.3,51.2,118.1,823.0,25223.0,532.2,49489.0,193.0,1738.0,130.0,71.49
423,Омская область,2019,80.3,269.4,50.9,117.3,728.3,26970.0,498.9,39888.0,151.0,1613.0,125.0,72.32
424,Омская область,2020,81.4,276.3,51.2,116.4,748.8,27377.0,577.9,37195.0,147.0,1452.0,126.0,70.32
425,Омская область,2021,81.7,283.2,51.2,114.9,843.1,29972.0,644.9,35913.0,159.0,1618.0,121.0,69.02
306,Оренбургская область,2005,127.1,255.2,50.2,129.9,891.4,5122.0,810.4,21857.0,906.0,796.0,149.0,64.86
307,Оренбургская область,2010,103.1,270.0,52.2,130.5,857.0,13557.0,693.5,21857.0,617.0,764.0,122.0,67.95
53,Оренбургская область,2011,101.8,266.9,52.2,110.25,851.9,14892.0,678.6,40941.0,658.0,683.0,132.0,68.31
139,Оренбургская область,2012,103.4,270.3,51.7,110.25,820.5,16542.0,666.7,41174.0,757.0,619.0,127.0,68.64
225,Оренбургская область,2013,92.5,268.5,48.6,126.1,811.0,18628.0,670.5,41174.0,513.0,532.0,120.0,68.9
311,Оренбургская область,2014,89.5,273.5,49.7,128.2,789.5,20724.0,688.9,41099.0,411.0,548.0,116.0,68.73
308,Оренбургская область,2015,86.5,271.5,46.9,126.5,779.0,22943.0,660.4,21857.0,490.0,632.0,109.0,69.63
397,Оренбургская область,2016,85.2,272.4,46.7,125.2,792.9,22035.0,608.3,40573.0,512.0,644.0,108.0,70.57
483,Оренбургская область,2017,83.3,273.0,47.0,123.4,766.0,22689.0,581.9,40573.0,475.0,824.0,105.0,70.94
309,Оренбургская область,2019,77.5,290.5,46.4,118.6,774.0,24497.0,546.5,21857.0,452.0,527.0,96.0,72.04
310,Оренбургская область,2020,78.4,292.2,46.5,116.5,737.8,24731.0,648.8,21857.0,405.0,497.0,94.0,69.73
311,Оренбургская область,2021,76.2,302.5,45.9,113.9,844.3,26518.0,709.5,21857.0,433.0,826.0,97.0,68.21
60,Орловская область,2005,118.9,230.3,37.6,116.1,828.5,4857.0,910.9,21857.0,13.0,5.0,68.0,64.97
61,Орловская область,2010,102.1,254.2,39.9,114.7,873.9,13115.0,692.8,21857.0,23.0,6.0,50.0,68.4
9,Орловская область,2011,101.9,257.2,40.4,110.25,891.2,14824.0,656.7,16231.0,23.0,7.0,54.0,69.48
95,Орловская область,2012,101.6,256.1,41.0,110.25,943.3,16827.0,632.7,16259.0,11.0,5.0,53.0,69.51
181,Орловская область,2013,100.9,260.4,41.7,116.4,911.0,18262.0,607.8,16564.0,24.0,5.0,54.0,70.22
267,Орловская область,2014,98.7,264.3,43.0,114.0,932.3,19981.0,656.1,16630.0,15.0,5.0,54.0,69.88
62,Орловская область,2015,95.7,275.5,44.5,115.7,970.2,22104.0,625.3,21857.0,13.0,4.0,51.0,70.38
353,Орловская область,2016,92.6,272.2,44.6,116.9,951.9,23261.0,594.5,16685.0,21.0,6.0,52.0,70.73
439,Орловская область,2017,90.9,275.0,44.9,118.2,970.6,24122.0,548.7,15195.0,21.0,7.0,52.0,71.63
63,Орловская область,2019,88.2,291.1,44.8,115.9,1018.9,26184.0,507.9,21857.0,26.0,4.0,47.0,72.56
64,Орловская область,2020,78.0,293.4,45.2,115.6,1034.4,26990.0,646.2,21857.0,27.0,6.0,46.0,70.1
65,Орловская область,2021,78.4,299.4,45.5,113.3,1114.3,29846.0,688.0,21857.0,27.0,11.0,44.0,68.97
312,Пензенская область,2005,104.9,209.9,37.0,115.9,848.8,4355.0,848.2,24143.0,24.0,38.0,139.0,65.61
313,Пензенская область,2010,91.4,217.3,39.2,111.6,760.5,12920.0,628.5,27185.0,22.0,22.0,111.0,69.28
54,Пензенская область,2011,93.3,221.2,40.4,110.25,760.9,14171.0,601.2,27185.0,37.0,23.0,108.0,70.23
140,Пензенская область,2012,93.5,229.0,39.3,110.25,748.4,15924.0,566.7,27542.0,22.0,26.0,105.0,70.87
226,Пензенская область,2013,86.3,236.6,39.3,110.0,736.1,17815.0,539.5,27542.0,28.0,31.0,100.0,71.54
312,Пензенская область,2014,83.8,238.2,40.3,107.8,717.3,19601.0,547.0,27337.0,33.0,218.0,95.0,71.63
314,Пензенская область,2015,81.2,234.2,38.9,106.1,747.0,21453.0,524.2,27836.0,39.0,322.0,92.0,72.12
398,Пензенская область,2016,80.4,247.3,39.3,106.2,732.8,21040.0,508.5,27861.0,44.0,39.0,94.0,72.53
484,Пензенская область,2017,79.5,262.3,42.0,107.6,733.0,21611.0,471.3,27861.0,37.0,41.0,93.0,73.34
315,Пензенская область,2019,80.5,259.3,42.6,105.3,716.0,22990.0,486.8,23268.0,28.0,1053.0,91.0,73.61
316,Пензенская область,2020,80.5,261.4,45.0,107.3,741.6,24135.0,579.6,22264.0,33.0,1072.0,96.0,71.34
317,Пензенская область,2021,81.2,270.7,46.1,106.5,795.2,26415.0,652.6,21649.0,29.0,909.0,97.0,69.97
288,Пермский край,2005,118.6,198.9,55.1,117.3,894.4,8273.0,1065.2,21857.0,448.0,2036.0,317.0,62.28
289,Пермский край,2010,87.3,210.6,54.2,109.8,931.3,19834.0,800.0,21857.0,325.0,1196.0,313.0,66.57
50,Пермский край,2011,86.8,213.0,54.6,110.25,937.3,21307.0,744.5,21857.0,375.0,1284.0,397.0,67.52
136,Пермский край,2012,86.7,217.9,50.0,110.25,928.4,23329.0,686.9,21857.0,344.0,915.0,407.0,68.28
222,Пермский край,2013,86.3,215.8,49.9,104.9,929.7,26054.0,678.1,21857.0,368.0,1068.0,410.0,68.75
308,Пермский край,2014,89.8,216.9,50.9,105.9,981.6,28315.0,671.7,21857.0,312.0,1726.0,398.0,69.04
290,Пермский край,2015,86.3,219.5,49.2,103.6,979.7,31606.0,678.2,21857.0,299.0,977.0,383.0,69.09
394,Пермский край,2016,84.2,229.3,49.3,103.6,950.2,28405.0,656.4,21857.0,309.0,1041.0,3578.0,69.74
480,Пермский край,2017,82.7,238.7,51.2,104.8,930.4,28655.0,590.9,21857.0,311.0,1239.0,317.0,70.79
291,Пермский край,2019,78.7,227.1,50.6,100.1,921.8,30618.0,581.8,21857.0,293.0,1202.0,210.0,71.32
292,Пермский край,2020,74.3,228.5,50.4,98.9,862.5,30237.0,659.3,21857.0,281.0,982.0,194.0,69.59
293,Пермский край,2021,75.4,230.0,49.2,96.3,974.9,32747.0,711.3,21857.0,275.0,990.0,157.0,68.52
456,Приморский край,2005,96.1,220.3,53.5,86.9,726.9,7163.0,983.8,21857.0,260.0,2698.0,348.0,62.84
457,Приморский край,2010,91.7,224.9,52.7,82.5,796.1,17298.0,749.8,21857.0,233.0,2587.0,371.0,66.63
79,Приморский край,2011,107.2,233.0,56.1,110.25,812.4,19160.0,718.5,65532.0,225.0,2551.0,336.0,67.17
165,Приморский край,2012,107.4,236.7,55.1,110.25,768.6,21679.0,677.2,65532.0,209.0,2129.0,318.0,67.79
251,Приморский край,2013,105.6,244.4,52.0,87.4,796.6,24343.0,668.9,65087.0,181.0,1867.0,285.0,68.19
337,Приморский край,2014,102.6,246.2,52.3,87.9,758.3,28340.0,655.3,65087.0,190.0,1856.0,290.0,68.74
458,Приморский край,2015,102.0,246.3,50.0,88.5,704.8,31072.0,633.3,21857.0,193.0,2022.0,291.0,69.21
423,Приморский край,2016,100.4,250.3,49.7,88.1,730.3,32446.0,615.9,66334.0,186.0,1917.0,276.0,69.66
509,Приморский край,2017,99.2,256.3,50.3,87.8,734.1,33155.0,584.3,66902.0,186.0,1948.0,268.0,70.36
459,Приморский край,2019,98.0,262.2,51.8,85.4,778.5,36884.0,589.2,21857.0,178.0,1911.0,259.0,70.54
460,Приморский край,2020,97.4,259.5,51.1,84.1,778.6,37349.0,649.2,21857.0,170.0,1303.0,261.0,69.55
461,Приморский край,2021,96.4,265.8,50.8,83.5,856.5,40843.0,692.4,21857.0,197.0,1556.0,251.0,68.61
162,Псковская область,2005,133.2,241.7,34.7,114.7,595.6,4927.0,1327.2,17494.0,17.0,5.0,61.0,60.2
163,Псковская область,2010,103.4,258.4,34.6,109.0,677.2,12798.0,978.2,15986.0,22.0,8.0,52.0,64.59
27,Псковская область,2011,103.4,259.6,35.5,110.25,676.0,14185.0,865.5,15329.0,28.0,11.0,45.0,66.47
113,Псковская область,2012,98.9,261.7,35.6,110.25,680.0,16294.0,845.6,15529.0,28.0,16.0,40.0,66.53
199,Псковская область,2013,90.5,252.9,35.5,106.1,697.7,17804.0,766.6,15892.0,27.0,39.0,39.0,67.82
285,Псковская область,2014,90.0,256.7,33.6,105.7,667.1,19500.0,766.9,16055.0,29.0,27.0,37.0,68.07
164,Псковская область,2015,85.5,267.5,34.1,106.4,660.6,21524.0,719.4,16451.0,27.0,16.0,35.0,68.48
371,Псковская область,2016,85.0,277.5,34.8,104.5,709.5,22101.0,701.8,15796.0,33.0,20.0,37.0,69.25
457,Псковская область,2017,82.6,280.4,34.7,101.9,724.9,23144.0,657.4,15831.0,35.0,47.0,37.0,69.95
165,Псковская область,2019,94.2,291.1,31.0,96.8,708.6,25525.0,624.6,13597.0,40.0,23.0,35.0,70.65
166,Псковская область,2020,94.4,311.2,32.4,98.1,658.6,26444.0,733.8,12050.0,37.0,17.0,34.0,69.13
167,Псковская область,2021,89.1,309.4,33.6,96.9,764.2,29332.0,803.7,11787.0,39.0,14.0,33.0,67.69
174,Республика Адыгея,2005,111.1,241.0,37.6,106.9,628.7,3893.0,633.1,7093.0,2.0,6.0,24.0,68.07
175,Республика Адыгея,2010,96.0,244.2,37.9,108.4,694.8,12279.0,564.8,7140.0,4.0,5.0,29.0,69.95
29,Республика Адыгея,2011,90.5,246.7,38.4,110.25,690.0,14272.0,514.7,6969.0,4.0,4.0,28.0,70.99
115,Республика Адыгея,2012,86.9,245.5,38.8,110.25,688.7,17071.0,451.5,7141.0,6.0,5.0,28.0,71.68
201,Республика Адыгея,2013,75.0,244.4,38.7,101.1,654.8,18512.0,488.6,7349.0,9.0,8.0,26.0,71.8
287,Республика Адыгея,2014,73.0,244.7,38.6,96.0,647.6,22054.0,463.8,7535.0,10.0,6.0,24.0,72.01
176,Республика Адыгея,2015,75.1,243.7,37.9,99.2,659.4,23028.0,476.3,7688.0,11.0,6.0,26.0,72.22
373,Республика Адыгея,2016,74.6,241.3,37.6,94.7,661.1,23612.0,474.6,7402.0,11.0,3.0,26.0,72.59
459,Республика Адыгея,2017,75.0,253.2,38.2,97.4,659.2,24677.0,428.7,7263.0,10.0,5.0,23.0,73.25
177,Республика Адыгея,2019,69.2,255.9,39.0,92.4,650.4,29139.0,399.2,6756.0,6.0,4.0,23.0,73.85
178,Республика Адыгея,2020,67.9,264.1,39.4,92.1,656.6,30320.0,450.1,6332.0,8.0,6.0,24.0,73.27
179,Республика Адыгея,2021,67.5,259.2,39.5,89.4,720.0,34901.0,528.7,6059.0,8.0,2.0,24.0,71.22
372,Республика Алтай,2005,117.5,317.6,38.9,131.3,900.3,4381.0,653.9928240740742,10207.0,13.0,2.0,0.5,60.38
373,Республика Алтай,2010,92.5,301.5,43.5,139.3,860.5,13536.0,653.9928240740742,9101.0,6.0,2.0,0.3,65.68
65,Республика Алтай,2011,88.7,292.6,42.7,110.25,919.2,13837.0,632.4,9101.0,9.0,11.0,0.3,65.4
151,Республика Алтай,2012,84.4,291.8,42.9,110.25,885.2,14283.0,632.4,9101.0,9.0,15.0,0.3,66.8
237,Республика Алтай,2013,79.5,297.7,45.9,135.3,908.7,14752.0,632.4,8262.0,9.0,2.0,0.2,67.34
323,Республика Алтай,2014,79.7,312.1,46.8,135.0,890.3,17134.0,632.4,8262.0,8.0,2.0,0.4,67.76
374,Республика Алтай,2015,78.5,311.9,44.7,132.0,894.2,17872.0,653.9928240740742,6460.0,8.0,2.0,0.4,68.44
409,Республика Алтай,2016,77.5,307.2,45.1,130.1,890.5,17833.0,632.4,7772.0,7.0,2.0,0.4,70.13
495,Республика Алтай,2017,72.8,308.0,47.5,129.1,930.2,18411.0,632.4,6582.0,7.0,2.0,0.3,71.15
375,Республика Алтай,2019,73.3,303.8,44.8,124.4,875.4,20256.0,653.9928240740742,5015.0,6.0,3.0,0.3,70.29
376,Республика Алтай,2020,72.9,292.9,45.6,123.1,912.6,21683.0,653.9928240740742,4907.0,7.0,1.0,0.4,69.15
377,Республика Алтай,2021,72.8,294.8,43.6,119.7,1020.1,23798.0,653.9928240740742,4651.0,7.0,1.0,0.3,67.86
252,Республика Башкортостан,2005,96.4,235.1,41.7,111.8,807.0,6887.0,701.7,21857.0,411.0,836.0,388.0,66.59
253,Республика Башкортостан,2010,86.2,239.9,42.2,110.9,894.5,17499.0,627.5,21857.0,388.0,495.0,341.0,68.89
44,Республика Башкортостан,2011,84.8,241.7,43.1,110.25,860.6,19030.0,646.0,81383.0,406.0,520.0,321.0,69.04
130,Республика Башкортостан,2012,85.1,246.6,41.6,110.25,847.6,21267.0,640.6,80970.0,403.0,483.0,311.0,69.32
216,Республика Башкортостан,2013,81.4,253.6,41.9,109.5,841.3,23892.0,647.5,80970.0,449.0,928.0,305.0,69.63
302,Республика Башкортостан,2014,80.7,255.6,42.7,108.4,862.6,25971.0,651.2,85634.0,459.0,936.0,298.0,69.76
254,Республика Башкортостан,2015,80.1,256.6,40.2,112.2,849.8,27320.0,639.9,21857.0,435.0,945.0,277.0,70.08
388,Республика Башкортостан,2016,78.8,259.4,41.0,109.4,844.9,28134.0,595.5,90801.0,461.0,535.0,283.0,71.0
474,Республика Башкортостан,2017,78.0,261.3,42.1,108.5,836.8,28442.0,554.3,90801.0,418.0,369.0,260.0,71.73
255,Республика Башкортостан,2019,77.6,264.9,43.4,104.4,856.4,30603.0,511.7,21857.0,471.0,320.0,236.0,72.64
256,Республика Башкортостан,2020,79.7,276.0,44.8,103.8,916.4,30409.0,611.3,21857.0,441.0,311.0,210.0,70.36
257,Республика Башкортостан,2021,78.0,271.5,44.6,102.9,1035.0,32621.0,642.2,21857.0,449.0,317.0,207.0,69.49
432,Республика Бурятия,2005,105.7,228.4,38.6,108.9,614.5,6027.0,1084.3,21857.0,87.0,384.0,61.0,60.96
433,Республика Бурятия,2010,97.0,228.9,41.3,112.3,668.1,14271.0,776.3,21857.0,95.0,669.0,41.0,66.05
66,Республика Бурятия,2011,93.6,229.3,41.7,110.25,644.6,15715.0,797.5,18945.0,90.0,646.0,8.0,66.09
152,Республика Бурятия,2012,94.8,237.0,42.8,110.25,654.8,17688.0,738.7,18945.0,100.0,698.0,35.0,66.79
238,Республика Бурятия,2013,99.7,331.1,44.8,117.8,647.5,20785.0,684.8,18953.0,114.0,766.0,32.0,67.67
324,Республика Бурятия,2014,94.2,262.3,44.3,116.5,660.0,22326.0,668.4,18953.0,106.0,736.0,38.0,68.54
434,Республика Бурятия,2015,88.7,263.3,45.6,115.5,604.5,23858.0,639.8,21857.0,109.0,727.0,39.0,69.15
410,Республика Бурятия,2016,86.9,257.6,46.4,115.2,614.0,25172.0,611.9,18733.0,94.0,543.0,38.0,69.61
496,Республика Бурятия,2017,86.4,265.8,46.4,113.3,632.5,25040.0,546.2,19492.0,113.0,609.0,35.0,70.69
435,Республика Бурятия,2019,83.3,275.6,45.1,110.8,633.9,25302.0,560.0,21857.0,69.0,600.0,31.0,70.77
436,Республика Бурятия,2020,84.7,274.5,44.7,108.4,664.5,26222.0,575.1,21857.0,94.0,554.0,29.0,70.29
437,Республика Бурятия,2021,79.1,274.2,43.4,105.7,769.4,28314.0,629.6,21857.0,98.0,518.0,30.0,68.91
210,Республика Дагестан,2005,66.9,113.4,37.4,79.1,844.4,4388.0,245.9,37456.0,27.0,2.0,78.0,73.13
211,Республика Дагестан,2010,67.8,118.9,39.2,81.6,786.9,15678.0,241.5,28034.0,18.0,2.0,77.0,73.87
37,Республика Дагестан,2011,69.4,113.9,39.5,110.25,806.1,18278.0,237.2,28034.0,17.0,1.0,78.0,74.26
123,Республика Дагестан,2012,70.4,113.0,39.2,110.25,815.2,20730.0,227.7,29837.0,18.0,2.0,79.0,74.9
209,Республика Дагестан,2013,70.5,113.1,39.4,82.1,816.5,21717.0,211.5,29837.0,16.0,3.0,77.0,75.63
295,Республика Дагестан,2014,69.2,113.7,39.9,85.4,815.8,23423.0,207.7,32048.0,13.0,1.0,78.0,75.83
212,Республика Дагестан,2015,68.0,115.0,36.7,85.5,788.8,26764.0,203.7,34012.0,11.0,1.0,79.0,76.39
381,Республика Дагестан,2016,67.1,119.4,37.6,86.1,803.4,28295.0,189.5,33558.0,14.0,0.0,77.0,77.23
467,Республика Дагестан,2017,69.2,124.9,40.1,89.8,787.6,29206.0,173.0,33558.0,14.0,6.0,72.0,77.79
213,Республика Дагестан,2019,66.6,119.6,41.3,89.6,776.6,27410.0,159.1,30896.0,13.0,31.0,73.0,79.1
214,Республика Дагестан,2020,70.0,242.5,41.4,89.9,705.3,27666.0,205.5,29818.0,10.0,4.0,75.0,76.43
215,Республика Дагестан,2021,65.0,115.8,40.9,88.4,729.7,30260.0,211.2,29141.0,11.0,12.0,75.0,76.59
